"id","name","quality","level","required_level","item_class","item_subclass","inventory_type","preview_item"
"13380","Willey's Portable Howitzer","RARE","61","56","Weapon","Gun","RANGEDRIGHT",""
"13381","Master Cannoneer Boots","RARE","61","56","Armor","Plate","FEET",""
"13382","Cannonball Runner","RARE","61","56","Armor","Miscellaneous","TRINKET",""
"13383","Woollies of the Prancing Minstrel","RARE","58","53","Armor","Mail","LEGS",""
"13384","Rainbow Girdle","RARE","58","53","Armor","Plate","WAIST",""
"13385","Tome of Knowledge","RARE","61","56","Armor","Miscellaneous","HOLDABLE",""
"13386","Archivist Cape","RARE","61","56","Armor","Cloth","CLOAK",""
"13387","Foresight Girdle","RARE","61","56","Armor","Mail","WAIST",""
"13388","The Postmaster's Tunic","RARE","61","56","Armor","Cloth","CHEST",""
"13389","The Postmaster's Trousers","RARE","61","56","Armor","Cloth","LEGS",""
"13390","The Postmaster's Band","RARE","61","56","Armor","Cloth","HEAD",""
"13391","The Postmaster's Treads","RARE","61","56","Armor","Cloth","FEET",""
"13392","The Postmaster's Seal","RARE","61","56","Armor","Miscellaneous","FINGER",""
"13393","Malown's Slam","RARE","61","56","Weapon","Mace","TWOHWEAPON",""
"13394","Skul's Cold Embrace","RARE","59","54","Armor","Plate","CHEST",""
"13395","Skul's Fingerbone Claws","RARE","59","54","Armor","Leather","HAND",""
"13396","Skul's Ghastly Touch","RARE","57","52","Weapon","Wand","RANGEDRIGHT",""
"13397","Stoneskin Gargoyle Cape","RARE","61","56","Armor","Cloth","CLOAK",""
"13398","Boots of the Shrieker","RARE","62","57","Armor","Leather","FEET",""
"13399","Gargoyle Shredder Talons","RARE","59","54","Weapon","Fist Weapon","WEAPONOFFHAND",""
"13400","Vambraces of the Sadist","RARE","59","54","Armor","Plate","WRIST",""
"13401","The Cruel Hand of Timmy","RARE","61","56","Weapon","Mace","WEAPON",""
"13402","Timmy's Galoshes","RARE","59","54","Armor","Mail","FEET",""
"13403","Grimgore Noose","RARE","59","54","Armor","Cloth","WAIST",""
"13404","Mask of the Unforgiven","RARE","57","52","Armor","Leather","HEAD",""
"13405","Wailing Nightbane Pauldrons","RARE","57","52","Armor","Plate","SHOULDER",""
"13408","Soul Breaker","RARE","57","52","Weapon","Axe","WEAPON",""
"13409","Tearfall Bracers","RARE","57","52","Armor","Cloth","WRIST",""
"13498","Handcrafted Mastersmith Leggings","RARE","60","55","Armor","Plate","LEGS",""
"13502","Handcrafted Mastersmith Girdle","RARE","63","58","Armor","Plate","WAIST",""
"13505","Runeblade of Baron Rivendare","EPIC","63","58","Weapon","Sword","TWOHWEAPON",""
"13515","Ramstein's Lightning Bolts","RARE","60","55","Armor","Miscellaneous","TRINKET",""
"13524","Skull of Burning Shadows","RARE","62","57","Armor","Miscellaneous","HOLDABLE",""
"13529","Husk of Nerub'enkan","RARE","61","56","Armor","Shield","SHIELD",""
"13534","Banshee Finger","RARE","60","55","Weapon","Wand","RANGEDRIGHT",""
"13937","Headmaster's Charge","EPIC","62","57","Weapon","Staff","TWOHWEAPON",""
"13938","Bonecreeper Stylus","RARE","62","57","Weapon","Wand","RANGEDRIGHT",""
"13944","Tombstone Breastplate","RARE","62","57","Armor","Leather","CHEST",""
"13950","Detention Strap","RARE","62","57","Armor","Mail","WAIST",""
"13951","Vigorsteel Vambraces","RARE","62","57","Armor","Plate","WRIST",""
"13952","Iceblade Hacker","RARE","62","57","Weapon","Axe","WEAPON",""
"13953","Silent Fang","RARE","62","57","Weapon","Sword","WEAPON",""
"13954","Verdant Footpads","RARE","61","56","Armor","Leather","FEET",""
"13955","Stoneform Shoulders","RARE","61","56","Armor","Plate","SHOULDER",""
"13956","Clutch of Andros","RARE","61","56","Armor","Cloth","WAIST",""
"13957","Gargoyle Slashers","RARE","61","56","Armor","Leather","HAND",""
"13958","Wyrmthalak's Shackles","RARE","60","0","Armor","Cloth","WRIST",""
"13959","Omokk's Girth Restrainer","RARE","60","0","Armor","Plate","WAIST",""
"13960","Heart of the Fiend","RARE","61","56","Armor","Miscellaneous","NECK",""
"13961","Halycon's Muzzle","RARE","60","0","Armor","Leather","SHOULDER",""
"13962","Vosh'gajin's Strand","RARE","60","0","Armor","Leather","WAIST",""
"13963","Voone's Vice Grips","RARE","60","0","Armor","Mail","HAND",""
"13964","Witchblade","RARE","62","57","Weapon","Dagger","WEAPONMAINHAND",""
"13965","Blackhand's Breadth","RARE","63","0","Armor","Miscellaneous","TRINKET",""
"13966","Mark of Tyranny","RARE","63","0","Armor","Miscellaneous","TRINKET",""
"13967","Windreaver Greaves","RARE","61","56","Armor","Mail","FEET",""
"13968","Eye of the Beast","RARE","63","0","Armor","Miscellaneous","TRINKET",""
"13969","Loomguard Armbraces","RARE","61","56","Armor","Mail","WRIST",""
"13982","Warblade of Caer Darrow","RARE","63","0","Weapon","Sword","TWOHWEAPON",""
"13983","Gravestone War Axe","RARE","62","57","Weapon","Axe","TWOHWEAPON",""
"13984","Darrowspike","RARE","63","0","Weapon","Dagger","WEAPON",""
"13986","Crown of Caer Darrow","RARE","63","0","Armor","Cloth","HEAD",""
"14002","Darrowshire Strongguard","RARE","63","0","Armor","Shield","SHIELD",""
"14022","Barov Peasant Caller","RARE","62","0","Armor","Miscellaneous","TRINKET",""
"14023","Barov Peasant Caller","RARE","62","0","Armor","Miscellaneous","TRINKET",""
"14024","Frightalon","RARE","61","56","Weapon","Dagger","WEAPON",""
"14134","Cloak of Fire","RARE","55","50","Armor","Cloth","CLOAK",""
"14136","Robe of Winter Night","RARE","57","52","Armor","Cloth","ROBE",""
"14137","Mooncloth Leggings","RARE","58","53","Armor","Cloth","LEGS",""
"14138","Mooncloth Vest","RARE","60","55","Armor","Cloth","CHEST",""
"14139","Mooncloth Shoulders","RARE","61","56","Armor","Cloth","SHOULDER",""
"14140","Mooncloth Circlet","RARE","62","57","Armor","Cloth","HEAD",""
"14145","Cursed Felblade","RARE","18","13","Weapon","Sword","WEAPON",""
"14146","Gloves of Spell Mastery","EPIC","62","57","Armor","Cloth","HAND",""
"14147","Cavedweller Bracers","RARE","18","13","Armor","Mail","WRIST",""
"14148","Crystalline Cuffs","RARE","18","13","Armor","Cloth","WRIST",""
"14149","Subterranean Cape","RARE","18","13","Armor","Cloth","CLOAK",""
"14150","Robe of Evocation","RARE","18","13","Armor","Cloth","ROBE",""
"14151","Chanting Blade","RARE","18","13","Weapon","Dagger","WEAPON",""
"14152","Robe of the Archmage","EPIC","62","57","Armor","Cloth","ROBE",""
"14153","Robe of the Void","EPIC","62","57","Armor","Cloth","ROBE",""
"14154","Truefaith Vestments","EPIC","62","57","Armor","Cloth","ROBE",""
"14340","Freezing Lich Robes","RARE","62","57","Armor","Cloth","ROBE",""
"14487","Bonechill Hammer","RARE","62","57","Weapon","Mace","WEAPON",""
"14502","Frostbite Girdle","RARE","62","57","Armor","Leather","WAIST",""
"14503","Death's Clutch","RARE","62","57","Armor","Leather","SHOULDER",""
"14522","Maelstrom Leggings","RARE","62","57","Armor","Mail","LEGS",""
"14525","Boneclenched Gauntlets","RARE","62","57","Armor","Plate","HAND",""
"14528","Rattlecage Buckler","RARE","62","57","Armor","Shield","SHIELD",""
"14531","Frightskull Shaft","RARE","59","54","Weapon","Mace","TWOHWEAPON",""
"14536","Bonebrace Hauberk","RARE","61","56","Armor","Mail","CHEST",""
"14537","Corpselight Greaves","RARE","62","57","Armor","Plate","FEET",""
"14538","Deadwalker Mantle","RARE","62","57","Armor","Cloth","SHOULDER",""
"14539","Bone Ring Helm","RARE","62","57","Armor","Leather","HEAD",""
"14541","Barovian Family Sword","RARE","61","56","Weapon","Sword","TWOHWEAPON",""
"14543","Darkshade Gloves","RARE","62","57","Armor","Cloth","HAND",""
"14545","Ghostloom Leggings","RARE","62","57","Armor","Leather","LEGS",""
"14548","Royal Cap Spaulders","RARE","62","57","Armor","Mail","SHOULDER",""
"14549","Boots of Avoidance","EPIC","45","40","Armor","Plate","FEET",""
"14550","Bladebane Armguards","EPIC","49","44","Armor","Leather","WRIST",""
"14551","Edgemaster's Handguards","EPIC","49","44","Armor","Mail","HAND",""
"14552","Stockade Pauldrons","EPIC","55","50","Armor","Plate","SHOULDER",""
"14553","Sash of Mercy","EPIC","61","56","Armor","Leather","WAIST",""
"14554","Cloudkeeper Legplates","EPIC","62","57","Armor","Plate","LEGS",""
"14555","Alcor's Sunrazor","EPIC","63","58","Weapon","Dagger","WEAPON",""
"14557","The Lion Horn of Stormwind","EPIC","63","58","Armor","Miscellaneous","TRINKET",""
"14558","Lady Maye's Pendant","EPIC","64","59","Armor","Miscellaneous","NECK",""
"14576","Ebon Hilt of Marduk","RARE","59","54","Weapon","Sword","WEAPON",""
"14577","Skullsmoke Pants","RARE","61","56","Armor","Cloth","LEGS",""
"14611","Bloodmail Hauberk","RARE","61","56","Armor","Mail","CHEST",""
"14612","Bloodmail Legguards","RARE","61","56","Armor","Mail","LEGS",""
"14614","Bloodmail Belt","RARE","61","56","Armor","Mail","WAIST",""
"14615","Bloodmail Gauntlets","RARE","61","56","Armor","Mail","HAND",""
"14616","Bloodmail Boots","RARE","61","56","Armor","Mail","FEET",""
"14620","Deathbone Girdle","RARE","61","56","Armor","Plate","WAIST",""
"14621","Deathbone Sabatons","RARE","61","56","Armor","Plate","FEET",""
"14622","Deathbone Gauntlets","RARE","61","56","Armor","Plate","HAND",""
"14623","Deathbone Legguards","RARE","61","56","Armor","Plate","LEGS",""
"14624","Deathbone Chestplate","RARE","61","56","Armor","Plate","CHEST",""
"14626","Necropile Robe","RARE","61","56","Armor","Cloth","ROBE",""
"14629","Necropile Cuffs","RARE","61","56","Armor","Cloth","WRIST",""
"14631","Necropile Boots","RARE","61","56","Armor","Cloth","FEET",""
"14632","Necropile Leggings","RARE","61","56","Armor","Cloth","LEGS",""
"14633","Necropile Mantle","RARE","61","56","Armor","Cloth","SHOULDER",""
"14636","Cadaverous Belt","RARE","61","56","Armor","Leather","WAIST",""
"14637","Cadaverous Armor","RARE","61","56","Armor","Leather","CHEST",""
"14638","Cadaverous Leggings","RARE","61","56","Armor","Leather","LEGS",""
"14640","Cadaverous Gloves","RARE","61","56","Armor","Leather","HAND",""
"14641","Cadaverous Walkers","RARE","61","56","Armor","Leather","FEET",""
"15045","Green Dragonscale Breastplate","RARE","52","47","Armor","Mail","CHEST",""
"15046","Green Dragonscale Leggings","RARE","54","49","Armor","Mail","LEGS",""
"15047","Red Dragonscale Breastplate","RARE","61","56","Armor","Mail","CHEST",""
"15048","Blue Dragonscale Breastplate","RARE","57","52","Armor","Mail","CHEST",""
"15049","Blue Dragonscale Shoulders","RARE","59","54","Armor","Mail","SHOULDER",""
"15050","Black Dragonscale Breastplate","RARE","58","53","Armor","Mail","CHEST",""
"15051","Black Dragonscale Shoulders","RARE","60","55","Armor","Mail","SHOULDER",""
"15052","Black Dragonscale Leggings","RARE","62","57","Armor","Mail","LEGS",""
"15056","Stormshroud Armor","RARE","57","52","Armor","Leather","CHEST",""
"15057","Stormshroud Pants","RARE","55","50","Armor","Leather","LEGS",""
"15058","Stormshroud Shoulders","RARE","59","54","Armor","Leather","SHOULDER",""
"15059","Living Breastplate","RARE","60","55","Armor","Leather","CHEST",""
"15060","Living Leggings","RARE","57","52","Armor","Leather","LEGS",""
"15061","Living Shoulders","RARE","54","49","Armor","Leather","SHOULDER",""
"15062","Devilsaur Leggings","RARE","60","55","Armor","Leather","LEGS",""
"15063","Devilsaur Gauntlets","RARE","58","53","Armor","Leather","HAND",""
"15064","Warbear Harness","RARE","55","50","Armor","Leather","CHEST",""
"15065","Warbear Woolies","RARE","57","52","Armor","Leather","LEGS",""
"15066","Ironfeather Breastplate","RARE","58","53","Armor","Leather","CHEST",""
"15067","Ironfeather Shoulders","RARE","54","49","Armor","Leather","SHOULDER",""
"15104","Wingborne Boots","RARE","39","0","Armor","Cloth","FEET",""
"15107","Orb of Noh'Orahil","RARE","40","0","Armor","Miscellaneous","HOLDABLE",""
"15108","Orb of Dar'Orahil","RARE","40","0","Armor","Miscellaneous","HOLDABLE",""
"15138","Onyxia Scale Cloak","RARE","60","55","Armor","Cloth","CLOAK",""
"15141","Onyxia Scale Breastplate","EPIC","62","57","Armor","Mail","CHEST",""
"15200","Senior Sergeant's Insignia","RARE","35","30","Armor","Miscellaneous","NECK",""
"15411","Mark of Fordring","RARE","63","0","Armor","Miscellaneous","NECK",""
"15413","Ornate Adamantium Breastplate","RARE","63","0","Armor","Plate","CHEST",""
"15418","Shimmering Platinum Warhammer","RARE","63","0","Weapon","Mace","TWOHWEAPON",""
"15421","Shroud of the Exile","RARE","63","0","Armor","Cloth","CLOAK",""
"15802","Mooncloth Boots","RARE","56","51","Armor","Cloth","FEET",""
"15805","Penelope's Rose","RARE","61","0","Armor","Miscellaneous","HOLDABLE",""
"15806","Mirah's Song","RARE","61","0","Weapon","Sword","WEAPON",""
"15853","Windreaper","RARE","60","0","Weapon","Axe","WEAPON",""
"15854","Dancing Sliver","RARE","60","0","Weapon","Staff","TWOHWEAPON",""
"15855","Ring of Protection","RARE","60","0","Armor","Miscellaneous","FINGER",""
"15856","Archlight Talisman","RARE","60","0","Armor","Miscellaneous","NECK",""
"15857","Magebane Scion","RARE","60","0","Armor","Miscellaneous","HOLDABLE",""
"15873","Ragged John's Neverending Cup","RARE","60","0","Armor","Miscellaneous","TRINKET",""
"16004","Dark Iron Rifle","RARE","55","50","Weapon","Gun","RANGEDRIGHT",""
"16007","Flawless Arcanite Rifle","RARE","61","56","Weapon","Gun","RANGEDRIGHT",""
"16022","Arcanite Dragonling","RARE","60","50","Armor","Miscellaneous","TRINKET",""
"16039","Ta'Kierthan Songblade","RARE","57","52","Weapon","Sword","TWOHWEAPON",""
"16058","Fordring's Seal","RARE","63","0","Armor","Miscellaneous","FINGER",""
"16067","Test Fire Res Ring","RARE","61","0","Armor","Miscellaneous","FINGER",""
"16309","Drakefire Amulet","RARE","63","50","Armor","Miscellaneous","NECK",""
"16335","Senior Sergeant's Insignia","RARE","63","58","Armor","Miscellaneous","NECK",""
"16341","Sergeant's Cloak","RARE","50","45","Armor","Cloth","CLOAK",""
"16342","Sergeant's Cape","RARE","63","58","Armor","Cloth","CLOAK",""
"16345","High Warlord's Blade","EPIC","78","60","Weapon","Sword","WEAPON",""
"16369","Knight-Lieutenant's Silk Boots","RARE","63","58","Armor","Cloth","FEET",""
"16391","Knight-Lieutenant's Silk Gloves","RARE","63","58","Armor","Cloth","HAND",""
"16392","Knight-Lieutenant's Leather Boots","RARE","63","58","Armor","Leather","FEET",""
"16393","Knight-Lieutenant's Dragonhide Footwraps","RARE","63","58","Armor","Leather","FEET",""
"16396","Knight-Lieutenant's Leather Gauntlets","RARE","63","58","Armor","Leather","HAND",""
"16397","Knight-Lieutenant's Dragonhide Gloves","RARE","63","58","Armor","Leather","HAND",""
"16401","Knight-Lieutenant's Chain Boots","RARE","63","58","Armor","Mail","FEET",""
"16403","Knight-Lieutenant's Chain Gauntlets","RARE","63","58","Armor","Mail","HAND",""
"16405","Knight-Lieutenant's Plate Boots","RARE","63","58","Armor","Plate","FEET",""
"16406","Knight-Lieutenant's Plate Gauntlets","RARE","63","58","Armor","Plate","HAND",""
"16409","Knight-Lieutenant's Lamellar Sabatons","RARE","63","58","Armor","Plate","FEET",""
"16410","Knight-Lieutenant's Lamellar Gauntlets","RARE","63","58","Armor","Plate","HAND",""
"16413","Knight-Captain's Silk Raiment","RARE","63","58","Armor","Cloth","ROBE",""
"16414","Knight-Captain's Silk Leggings","RARE","63","58","Armor","Cloth","LEGS",""
"16415","Lieutenant Commander's Silk Spaulders","RARE","63","58","Armor","Cloth","SHOULDER",""
"16416","Lieutenant Commander's Crown","RARE","63","58","Armor","Cloth","HEAD",""
"16417","Knight-Captain's Leather Armor","RARE","63","58","Armor","Leather","CHEST",""
"16418","Lieutenant Commander's Leather Veil","RARE","63","58","Armor","Leather","HEAD",""
"16419","Knight-Captain's Leather Legguards","RARE","63","58","Armor","Leather","LEGS",""
"16420","Lieutenant Commander's Leather Spaulders","RARE","63","58","Armor","Leather","SHOULDER",""
"16421","Knight-Captain's Dragonhide Tunic","RARE","63","58","Armor","Leather","CHEST",""
"16422","Knight-Captain's Dragonhide Leggings","RARE","63","58","Armor","Leather","LEGS",""
"16423","Lieutenant Commander's Dragonhide Epaulets","RARE","63","58","Armor","Leather","SHOULDER",""
"16424","Lieutenant Commander's Dragonhide Shroud","RARE","63","58","Armor","Leather","HEAD",""
"16425","Knight-Captain's Chain Hauberk","RARE","63","58","Armor","Mail","CHEST",""
"16426","Knight-Captain's Chain Leggings","RARE","63","58","Armor","Mail","LEGS",""
"16427","Lieutenant Commander's Chain Pauldrons","RARE","63","58","Armor","Mail","SHOULDER",""
"16428","Lieutenant Commander's Chain Helmet","RARE","63","58","Armor","Mail","HEAD",""
"16429","Lieutenant Commander's Plate Helm","RARE","63","58","Armor","Plate","HEAD",""
"16430","Knight-Captain's Plate Chestguard","RARE","63","58","Armor","Plate","CHEST",""
"16431","Knight-Captain's Plate Leggings","RARE","63","58","Armor","Plate","LEGS",""
"16432","Lieutenant Commander's Plate Pauldrons","RARE","63","58","Armor","Plate","SHOULDER",""
"16433","Knight-Captain's Lamellar Breastplate","RARE","63","58","Armor","Plate","CHEST",""
"16434","Lieutenant Commander's Lamellar Headguard","RARE","63","58","Armor","Plate","HEAD",""
"16435","Knight-Captain's Lamellar Leggings","RARE","63","58","Armor","Plate","LEGS",""
"16436","Lieutenant Commander's Lamellar Shoulders","RARE","63","58","Armor","Plate","SHOULDER",""
"16437","Marshal's Silk Footwraps","EPIC","71","60","Armor","Cloth","FEET",""
"16440","Marshal's Silk Gloves","EPIC","71","60","Armor","Cloth","HAND",""
"16441","Field Marshal's Coronet","EPIC","74","60","Armor","Cloth","HEAD",""
"16442","Marshal's Silk Leggings","EPIC","71","60","Armor","Cloth","LEGS",""
"16443","Field Marshal's Silk Vestments","EPIC","74","60","Armor","Cloth","ROBE",""
"16444","Field Marshal's Silk Spaulders","EPIC","74","60","Armor","Cloth","SHOULDER",""
"16446","Marshal's Leather Footguards","EPIC","71","60","Armor","Leather","FEET",""
"16448","Marshal's Dragonhide Gauntlets","EPIC","71","60","Armor","Leather","HAND",""
"16449","Field Marshal's Dragonhide Spaulders","EPIC","74","60","Armor","Leather","SHOULDER",""
"16450","Marshal's Dragonhide Legguards","EPIC","71","60","Armor","Leather","LEGS",""
"16451","Field Marshal's Dragonhide Helmet","EPIC","74","60","Armor","Leather","HEAD",""
"16452","Field Marshal's Dragonhide Breastplate","EPIC","74","60","Armor","Leather","CHEST",""
"16453","Field Marshal's Leather Chestpiece","EPIC","74","60","Armor","Leather","CHEST",""
"16454","Marshal's Leather Handgrips","EPIC","71","60","Armor","Leather","HAND",""
"16455","Field Marshal's Leather Mask","EPIC","74","60","Armor","Leather","HEAD",""
"16456","Marshal's Leather Leggings","EPIC","71","60","Armor","Leather","LEGS",""
"16457","Field Marshal's Leather Epaulets","EPIC","74","60","Armor","Leather","SHOULDER",""
"16459","Marshal's Dragonhide Boots","EPIC","71","60","Armor","Leather","FEET",""
"16462","Marshal's Chain Boots","EPIC","71","60","Armor","Mail","FEET",""
"16463","Marshal's Chain Grips","EPIC","71","60","Armor","Mail","HAND",""
"16465","Field Marshal's Chain Helm","EPIC","74","60","Armor","Mail","HEAD",""
"16466","Field Marshal's Chain Breastplate","EPIC","74","60","Armor","Mail","CHEST",""
"16467","Marshal's Chain Legguards","EPIC","71","60","Armor","Mail","LEGS",""
"16468","Field Marshal's Chain Spaulders","EPIC","74","60","Armor","Mail","SHOULDER",""
"16471","Marshal's Lamellar Gloves","EPIC","71","60","Armor","Plate","HAND",""
"16472","Marshal's Lamellar Boots","EPIC","71","60","Armor","Plate","FEET",""
"16473","Field Marshal's Lamellar Chestplate","EPIC","74","60","Armor","Plate","CHEST",""
"16474","Field Marshal's Lamellar Faceguard","EPIC","74","60","Armor","Plate","HEAD",""
"16475","Marshal's Lamellar Legplates","EPIC","71","60","Armor","Plate","LEGS",""
"16476","Field Marshal's Lamellar Pauldrons","EPIC","74","60","Armor","Plate","SHOULDER",""
"16477","Field Marshal's Plate Armor","EPIC","74","60","Armor","Plate","CHEST",""
"16478","Field Marshal's Plate Helm","EPIC","74","60","Armor","Plate","HEAD",""
"16479","Marshal's Plate Legguards","EPIC","71","60","Armor","Plate","LEGS",""
"16480","Field Marshal's Plate Shoulderguards","EPIC","74","60","Armor","Plate","SHOULDER",""
"16483","Marshal's Plate Boots","EPIC","71","60","Armor","Plate","FEET",""
"16484","Marshal's Plate Gauntlets","EPIC","71","60","Armor","Plate","HAND",""
"16485","Blood Guard's Silk Footwraps","RARE","63","58","Armor","Cloth","FEET",""
"16486","First Sergeant's Silk Cuffs","RARE","63","58","Armor","Cloth","WRIST",""
"16487","Blood Guard's Silk Gloves","RARE","63","58","Armor","Cloth","HAND",""
"16489","Champion's Silk Hood","RARE","63","58","Armor","Cloth","HEAD",""
"16490","Legionnaire's Silk Pants","RARE","63","58","Armor","Cloth","LEGS",""
"16491","Legionnaire's Silk Robes","RARE","63","58","Armor","Cloth","ROBE",""
"16492","Champion's Silk Shoulderpads","RARE","63","58","Armor","Cloth","SHOULDER",""
"16494","Blood Guard's Dragonhide Boots","RARE","63","58","Armor","Leather","FEET",""
"16496","Blood Guard's Dragonhide Gauntlets","RARE","63","58","Armor","Leather","HAND",""
"16497","First Sergeant's Leather Armguards","RARE","63","58","Armor","Leather","WRIST",""
"16498","Blood Guard's Leather Treads","RARE","63","58","Armor","Leather","FEET",""
"16499","Blood Guard's Leather Vices","RARE","63","58","Armor","Leather","HAND",""
"16501","Champion's Dragonhide Spaulders","RARE","63","58","Armor","Leather","SHOULDER",""
"16502","Legionnaire's Dragonhide Trousers","RARE","63","58","Armor","Leather","LEGS",""
"16503","Champion's Dragonhide Helm","RARE","63","58","Armor","Leather","HEAD",""
"16504","Legionnaire's Dragonhide Breastplate","RARE","63","58","Armor","Leather","CHEST",""
"16505","Legionnaire's Leather Hauberk","RARE","63","58","Armor","Leather","CHEST",""
"16506","Champion's Leather Headguard","RARE","63","58","Armor","Leather","HEAD",""
"16507","Champion's Leather Mantle","RARE","63","58","Armor","Leather","SHOULDER",""
"16508","Legionnaire's Leather Leggings","RARE","63","58","Armor","Leather","LEGS",""
"16509","Blood Guard's Plate Boots","RARE","63","58","Armor","Plate","FEET",""
"16510","Blood Guard's Plate Gloves","RARE","63","58","Armor","Plate","HAND",""
"16513","Legionnaire's Plate Armor","RARE","63","58","Armor","Plate","CHEST",""
"16514","Champion's Plate Headguard","RARE","63","58","Armor","Plate","HEAD",""
"16515","Legionnaire's Plate Legguards","RARE","63","58","Armor","Plate","LEGS",""
"16516","Champion's Plate Pauldrons","RARE","63","58","Armor","Plate","SHOULDER",""
"16518","Blood Guard's Mail Walkers","RARE","63","58","Armor","Mail","FEET",""
"16519","Blood Guard's Mail Grips","RARE","63","58","Armor","Mail","HAND",""
"16521","Champion's Mail Helm","RARE","63","58","Armor","Mail","HEAD",""
"16522","Legionnaire's Mail Chestpiece","RARE","63","58","Armor","Mail","CHEST",""
"16523","Legionnaire's Mail Leggings","RARE","63","58","Armor","Mail","LEGS",""
"16524","Champion's Mail Shoulders","RARE","63","58","Armor","Mail","SHOULDER",""
"16525","Legionnaire's Chain Breastplate","RARE","63","58","Armor","Mail","CHEST",""
"16526","Champion's Chain Headguard","RARE","63","58","Armor","Mail","HEAD",""
"16527","Legionnaire's Chain Leggings","RARE","63","58","Armor","Mail","LEGS",""
"16528","Champion's Chain Pauldrons","RARE","63","58","Armor","Mail","SHOULDER",""
"16530","Blood Guard's Chain Gauntlets","RARE","63","58","Armor","Mail","HAND",""
"16531","Blood Guard's Chain Boots","RARE","63","58","Armor","Mail","FEET",""
"16532","First Sergeant's Mail Wristguards","RARE","63","58","Armor","Mail","WRIST",""
"16533","Warlord's Silk Cowl","EPIC","74","60","Armor","Cloth","HEAD",""
"16534","General's Silk Trousers","EPIC","71","60","Armor","Cloth","LEGS",""
"16535","Warlord's Silk Raiment","EPIC","74","60","Armor","Cloth","ROBE",""
"16536","Warlord's Silk Amice","EPIC","74","60","Armor","Cloth","SHOULDER",""
"16539","General's Silk Boots","EPIC","71","60","Armor","Cloth","FEET",""
"16540","General's Silk Handguards","EPIC","71","60","Armor","Cloth","HAND",""
"16541","Warlord's Plate Armor","EPIC","74","60","Armor","Plate","CHEST",""
"16542","Warlord's Plate Headpiece","EPIC","74","60","Armor","Plate","HEAD",""
"16543","General's Plate Leggings","EPIC","71","60","Armor","Plate","LEGS",""
"16544","Warlord's Plate Shoulders","EPIC","74","60","Armor","Plate","SHOULDER",""
"16545","General's Plate Boots","EPIC","71","60","Armor","Plate","FEET",""
"16548","General's Plate Gauntlets","EPIC","71","60","Armor","Plate","HAND",""
"16549","Warlord's Dragonhide Hauberk","EPIC","74","60","Armor","Leather","CHEST",""
"16550","Warlord's Dragonhide Helmet","EPIC","74","60","Armor","Leather","HEAD",""
"16551","Warlord's Dragonhide Epaulets","EPIC","74","60","Armor","Leather","SHOULDER",""
"16552","General's Dragonhide Leggings","EPIC","71","60","Armor","Leather","LEGS",""
"16554","General's Dragonhide Boots","EPIC","71","60","Armor","Leather","FEET",""
"16555","General's Dragonhide Gloves","EPIC","71","60","Armor","Leather","HAND",""
"16558","General's Leather Treads","EPIC","71","60","Armor","Leather","FEET",""
"16560","General's Leather Mitts","EPIC","71","60","Armor","Leather","HAND",""
"16561","Warlord's Leather Helm","EPIC","74","60","Armor","Leather","HEAD",""
"16562","Warlord's Leather Spaulders","EPIC","74","60","Armor","Leather","SHOULDER",""
"16563","Warlord's Leather Breastplate","EPIC","74","60","Armor","Leather","CHEST",""
"16564","General's Leather Legguards","EPIC","71","60","Armor","Leather","LEGS",""
"16565","Warlord's Chain Chestpiece","EPIC","74","60","Armor","Mail","CHEST",""
"16566","Warlord's Chain Helmet","EPIC","74","60","Armor","Mail","HEAD",""
"16567","General's Chain Legguards","EPIC","71","60","Armor","Mail","LEGS",""
"16568","Warlord's Chain Shoulders","EPIC","74","60","Armor","Mail","SHOULDER",""
"16569","General's Chain Boots","EPIC","71","60","Armor","Mail","FEET",""
"16571","General's Chain Gloves","EPIC","71","60","Armor","Mail","HAND",""
"16573","General's Mail Boots","EPIC","71","60","Armor","Mail","FEET",""
"16574","General's Mail Gauntlets","EPIC","71","60","Armor","Mail","HAND",""
"16577","Warlord's Mail Armor","EPIC","74","60","Armor","Mail","CHEST",""
"16578","Warlord's Mail Helm","EPIC","74","60","Armor","Mail","HEAD",""
"16579","General's Mail Leggings","EPIC","71","60","Armor","Mail","LEGS",""
"16580","Warlord's Mail Spaulders","EPIC","74","60","Armor","Mail","SHOULDER",""
"16666","Vest of Elements","RARE","63","58","Armor","Mail","CHEST",""
"16667","Coif of Elements","RARE","62","57","Armor","Mail","HEAD",""
"16668","Kilt of Elements","RARE","61","56","Armor","Mail","LEGS",""
"16669","Pauldrons of Elements","RARE","60","55","Armor","Mail","SHOULDER",""
"16670","Boots of Elements","RARE","59","54","Armor","Mail","FEET",""
"16671","Bindings of Elements","RARE","57","52","Armor","Mail","WRIST",""
"16672","Gauntlets of Elements","RARE","59","54","Armor","Mail","HAND",""
"16673","Cord of Elements","RARE","58","53","Armor","Mail","WAIST",""
"16674","Beaststalker's Tunic","RARE","63","58","Armor","Mail","CHEST",""
"16675","Beaststalker's Boots","RARE","59","54","Armor","Mail","FEET",""
"16676","Beaststalker's Gloves","RARE","59","54","Armor","Mail","HAND",""
"16677","Beaststalker's Cap","RARE","62","57","Armor","Mail","HEAD",""
"16678","Beaststalker's Pants","RARE","61","56","Armor","Mail","LEGS",""
